"MaterialID","MaterialName","UnitID","CategoryID"
"86977837",Selective backfill materials. Permeable materials. Sand,10,3
"87225156",Product. Floor tiles. Guide bricks. 300x300mm. t=60mm,4,5
"87226012",Machine tool operator. Pump,3,1
"87529405",Product: Reinforced concrete pipe (Type B). D=1350mm. Tertiary pipe,7,2
"87705310",Product. Non-shrinkage concrete. Compressive strength 350 kgf/cm2,9,2
"87775215",Product. Edge Stone. Pre-cast. 15 ≤ Base Width < 20cm. 15 ≤ Total Height < 20cm,12,5
"87971488",Product. Precast concrete. S1 precast trench cover. 100cm wide x 50cm long,7,2
"88231132",Asphalt concrete paving. Thickness 5cm,4,3
"88447167",Product. Construction warning light. Small red light bulb and wire set,12,5
"88550256",Machine operator. Cutting machine,1,1
"88753260",Product: Reinforced concrete pipe (Type B). D = 1500mm. Tertiary pipe. Includes pipe fittings.,12,2
"88834863",Product: Precast concrete. L2 precast trench cover. 100cm wide x 90cm long. 30cm high. Contains galvanized grating.,7,2
"89038526",Occupational safety and health. Protective equipment. Water rescue equipment. Life jackets,7,5
"89639081",Occupational Safety and Health. General Equipment. Hazardous Gas Detectors,15,5
"89788677",Architectural concrete,4,2
"89889098",Geotextiles. Fabrics,4,5
"89949389",Product. Ready-mixed concrete material cost. 280kgf/cm2. Type 1 cement,9,2
"90152297",Occupational Safety and Health. Protective Equipment. Working at Heights. Safety Nets,4,5
"90152735",Product: Folding Plastic Warning Tape,12,5
"90377459",Asphalt adhesive. Emulsified asphalt. CRS-1,8,5
"90625494",Indoor wiring and power distribution line installation technician. Plumbing and electricity,1,1
"90825067",Occupational Safety and Health. Protective Equipment. Head. Helmets,7,5
"91306093",Technician. Day. formwork,1,1
"91332642",Occupational safety and health. Protective equipment. Accidental injury rescue equipment. First aid kits,7,5
"91497616",Abandoned land area fees (including soil and water conservation),17,5
"91744214",Plain formwork,4,5
"91887369",Products.,5,5
"92274302",Door Hardware. Door Stops/Door Stops/Inlay Trims. Magnetic Door Stops,7,5
"92363534",Planting. Fertilizer. Fast-acting chemical fertilizer,5,5
"92592466",Stone tile paving. Granite,4,3
"92747083",The remaining land shall be handled by the owner (including soil and water conservation),17,5
"93494928",Product. Ready-mix concrete material cost. 350kgf/cm2. Type 1 cement,9,2
"93702683",Product: Reinforced concrete pipe (Type B). D=500mm. Tertiary pipe,7,2
"94130244",Machine operator. Cleaning machine,3,1
"94196727","35-ton gross weight trailer. 20-foot lowboard",13,5
"94427530",Stone powder,5,5
"94566031",Product: Reinforced concrete pipe (Type B). D = 1200mm. Tertiary pipe. Includes pipe fittings.,12,2
"94713081",Steel erection technician. daytime,1,1
"95004803",Quality management. Test specifications and standards. Civil engineering and construction inspections. A2006 rebar for reinforced concrete,14,4
"95690391",Occupational Safety and Health. General Equipment. Electricity Meters (Triple Meters),7,5
"96102525",Machine operator. Planer,3,1
"96125636",Sealant,8,5
"96316277",Product: Reinforced concrete pipe (Type B). D=900mm. Tertiary pipe,7,2
"96356822",Product. Asphalt adhesive. Fast-setting oil-soluble asphalt. RC-70,8,5
"96423126",Product. Precast concrete. S1 precast trench cover. 70cm wide x 100cm long,7,2
"96593904",Aluminum Sheet,4,5
"96733645",Technician. Steel,3,1
"96917555","Product. Metal. Iron wire. Galvanized. (#20, D=0.889mm)",5,5
"97086737",Product. Dry powder fire extinguisher. Model 10. ABC,7,5
"97739173",Occupational Safety and Health. Protective Equipment. Face. Welding Mask,7,5
"97854904",Product. Waterstop. PVC. Type A. 150x4mm,12,5
"97861742",Occupational safety and health. Protective equipment. Body. Raincoats and pants,15,5
"97942942","Metal joining. (Mechanical joining, structural). Nuts",7,5
"97969689",Seaweed Powder,5,5
"98046763",Product. Ready-mix concrete material cost. 420kgf/cm2. Type 2 cement,9,2
"98234974",Crawler type. 60~69KW. (Used as a crusher),1,5
"98748972",Temporary retaining pile facilities. Steel sheet pile. L=16m. Driving and pulling,7,5
"98847493",Metal Materials. Steel. Steel Plates,5,5
"99410741",Machine operator. Asphalt spreader,3,1
"99486328",Road construction and restoration. Sidewalk surface,4,3
"99529223","Product: High-pressure concrete floor tiles (for Class C sidewalks, flat tiles). 60mm thick. Square.",4,2
"99645480",Product. Metal. Steel. Steel plate. Thickness 3mm,5,5
"99990728",Grass Planting. Grass Seed Spraying. Mixed Grass Seed,5,5
